mirna_id	AS035_CD4_200_SV	OBB4633_CD14_400_SV	OBB4633_CD4_200	OBB4633_CD4_200_SV	OBB3073_CD14_150ng	OBB3073_CD14_200ng	OBB3073_CD14_250ng	OBB3073_CD14_300ng	OBB3073_CD4_150ng	OBB3073_CD4_200ng	OBB3073_CD4_250ng	OBB3073_CD4_300ng	OBB2657_CD4_150ng	OBB2657_CD4_200ng	OBB2657_CD4_250ng	OBB2657_CD4_300ng
hsa-miR-3179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3181	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0
hsa-miR-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0	0	0	0	1	7	3	2	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	0	4	0	1	5	9	6	4	1	1	3	3	2	4	2	2
hsa-miR-3187-5p	0	1	0	0	2	4	1	1	0	1	0	0	0	0	0	0
hsa-miR-3188	0	1	0	0	0	4	0	1	0	0	1	1	1	0	1	2
hsa-miR-3189-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3189-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-3193	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-3p	7	0	5	5	0	0	0	0	5	5	10	7	5	5	8	10
hsa-miR-3194-5p	1	0	2	1	0	0	0	0	0	0	0	0	1	1	2	3
hsa-miR-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199	3	0	3	1	0	2	0	0	3	1	1	3	2	3	2	2
hsa-miR-32-3p	8	28	17	9	27	61	20	36	18	12	22	23	9	11	13	21
hsa-miR-32-5p	1129	3678	1241	1099	1400	2509	1212	1832	977	1228	1463	1684	801	988	1429	2448
hsa-miR-3200-3p	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-3200-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202	1	0	8	9	3	5	2	2	13	7	9	10	8	6	10	6
hsa-miR-320a	2847	3641	5543	6134	5773	10901	3049	5514	5920	6183	4971	6515	4712	4626	7530	7993
hsa-miR-320b	5	2	13	11	6	9	4	3	9	12	8	10	16	7	21	16
hsa-miR-320c	1	1	7	5	1	4	2	3	2	7	5	7	7	3	9	7
hsa-miR-320d	1	0	2	1	0	1	0	0	0	1	0	2	1	2	1	0
hsa-miR-320e	2	2	10	4	2	4	0	1	7	5	3	7	8	9	7	8
hsa-miR-323a-3p	1	10	0	0	1	2	1	2	2	0	1	0	0	0	0	0
hsa-miR-323a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	0	12	1	1	3	6	1	3	1	1	1	1	0	0	1	0
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	1	8	1	1	4	4	1	4	3	1	0	2	1	1	2	1
hsa-miR-324-5p	47	382	50	69	80	127	51	90	38	34	30	40	48	35	80	61
hsa-miR-325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	6	99	5	5	51	78	38	61	4	4	5	12	5	5	10	11
hsa-miR-328-3p	526	1547	880	1030	1817	2792	838	1555	919	815	733	908	631	565	992	839
hsa-miR-328-5p	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
hsa-miR-329-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-329-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-3p	68	176	94	98	177	295	111	194	132	123	119	154	88	93	161	169
hsa-miR-330-5p	39	110	60	64	52	80	36	65	72	62	75	107	63	62	95	141
hsa-miR-331-3p	19	100	20	18	55	90	37	62	16	14	15	24	9	9	26	26
hsa-miR-331-5p	14	25	17	15	19	26	8	21	17	14	13	17	19	13	26	28
hsa-miR-335-3p	69	112	155	130	71	150	49	96	119	112	116	122	55	68	112	96
hsa-miR-335-5p	162	456	326	307	124	160	73	112	102	121	130	118	117	114	221	188
hsa-miR-337-3p	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0
hsa-miR-337-5p	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-339-3p	463	620	591	564	470	905	328	603	781	680	775	979	463	491	763	861
hsa-miR-339-5p	128	535	158	159	423	689	230	435	127	180	137	164	80	74	128	132
hsa-miR-33a-3p	9	35	13	10	15	36	13	20	10	9	14	12	7	8	18	24
hsa-miR-33a-5p	51	233	53	55	97	99	54	90	66	53	72	84	49	44	92	84
hsa-miR-33b-3p	1	11	4	2	9	14	3	5	3	4	4	6	3	9	9	8
hsa-miR-33b-5p	18	42	22	30	5	2	4	5	9	3	4	4	17	13	33	22
hsa-miR-340-3p	169	2707	101	87	4288	10006	3378	5884	249	315	265	346	77	96	114	210
hsa-miR-340-5p	1965	39466	906	871	25623	51911	21246	32463	2111	1785	2147	2523	696	767	1300	1133
hsa-miR-342-3p	13348	1608	27298	27713	580	957	371	722	10348	13591	12039	15801	12772	10961	22624	18729
hsa-miR-342-5p	2383	138	4811	5069	395	767	180	368	7065	6417	5544	5934	4717	4356	6603	7514
hsa-miR-345-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-5p	55	1214	22	24	1013	1854	661	1256	28	38	48	50	29	36	49	59
hsa-miR-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
hsa-miR-34a-5p	7	90	11	12	7	5	3	7	11	13	17	16	7	9	19	15
hsa-miR-34b-3p	0	2	0	0	2	8	1	0	0	0	0	1	0	0	2	1
hsa-miR-34b-5p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-34c-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-5p	14	54	12	8	27	63	24	41	31	19	29	40	15	10	21	19
hsa-miR-3529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3591-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3591-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3605-3p	6	14	12	11	56	67	22	36	23	11	12	17	12	13	18	22
hsa-miR-3605-5p	0	2	1	1	8	24	4	7	3	2	1	2	1	2	1	3
hsa-miR-3606-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3607-3p	3886	795	2491	2397	589	1028	358	614	1739	2310	2209	2982	2161	2343	2516	1852
hsa-miR-3607-5p	54	20	36	29	4	11	3	5	8	30	16	17	22	24	26	14
hsa-miR-3609	110	36	169	150	43	44	15	24	67	114	92	113	99	93	141	78
hsa-miR-361-3p	3756	2771	7146	5364	2305	5281	1732	3091	5322	5351	6496	8460	3426	3866	6757	7011
hsa-miR-361-5p	478	2074	720	818	1405	2106	715	1291	494	465	431	547	513	445	916	791
hsa-miR-3610	2	0	0	1	1	2	2	1	0	2	0	0	2	0	3	0
hsa-miR-3611	7	64	5	6	26	33	10	19	8	5	5	8	4	6	10	9
hsa-miR-3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3613-3p	2	39	3	1	14	31	10	14	1	3	1	2	1	0	3	2
hsa-miR-3613-5p	12	246	36	27	134	232	89	135	43	45	50	57	26	17	47	42
hsa-miR-3614-3p	2	23	0	1	8	18	12	15	2	1	0	1	3	2	5	5
hsa-miR-3614-5p	2	38	2	2	84	174	39	86	7	4	5	5	9	15	20	16
hsa-miR-3615	151	1224	280	294	1384	2642	936	1649	338	274	348	406	266	357	462	727
hsa-miR-3616-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-5p	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
hsa-miR-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-362-3p	3	19	7	6	4	15	4	4	3	3	3	6	4	4	9	6
hsa-miR-362-5p	120	2128	123	166	1141	1594	591	999	103	116	105	96	77	64	134	101
hsa-miR-3620-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3620-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-3p	4236	4086	6702	7122	1851	3573	1398	2231	4296	4133	4546	5027	4239	4239	7338	8450
hsa-miR-363-5p	8	9	30	28	11	25	6	7	27	18	26	25	11	16	20	22
hsa-miR-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3651	3	6	13	13	11	14	5	7	5	7	8	9	6	4	11	8
hsa-miR-3652	1	0	2	1	1	4	0	0	2	2	0	4	3	0	1	1
hsa-miR-3653	354	97	257	269	96	167	45	79	148	278	172	285	203	215	246	163
hsa-miR-3654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	0	0	1	2	2	1	0	1	2	2	1	2	1	0	2	2
hsa-miR-3656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3657	1	1	0	2	1	0	0	1	0	1	0	0	1	0	1	0
hsa-miR-3658	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-5p	0	2	2	1	1	1	0	1	2	3	2	5	0	1	3	5
hsa-miR-365b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365b-5p	1	20	0	0	14	23	9	11	0	1	0	0	0	0	0	0
hsa-miR-3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3661	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3662	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3664-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-3p	0	1	1	0	0	0	0	0	0	0	0	1	1	1	4	2
hsa-miR-3667-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2
hsa-miR-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3677-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3677-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3678-3p	0	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0
hsa-miR-3678-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3679-3p	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-3679-5p	0	1	1	0	1	5	0	1	1	2	0	2	0	1	2	2
hsa-miR-3680-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3681-5p	0	3	2	0	0	1	0	2	2	0	0	0	0	0	0	0
hsa-miR-3682-3p	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1
hsa-miR-3682-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3684	0	1	0	1	2	1	1	2	1	1	0	0	1	0	0	0
hsa-miR-3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3686	0	2	0	0	0	3	3	2	0	0	0	0	0	0	0	0
hsa-miR-3687	1	3	1	4	1	3	1	0	0	2	1	1	1	1	4	0
hsa-miR-3688-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3688-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	2	20	0	0	2	5	1	2	1	0	2	1	0	1	0	1
hsa-miR-369-5p	2	7	1	0	1	1	1	0	1	0	0	1	0	0	1	1
hsa-miR-3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3691-3p	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-3691-5p	1	1	2	1	6	8	2	3	1	0	0	3	1	1	1	2
hsa-miR-3692-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3692-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-370-3p	7	98	4	1	15	37	9	25	11	10	8	21	5	9	11	7
hsa-miR-370-5p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-372-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-372-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-3p	171	812	182	178	317	669	268	422	290	239	328	367	156	162	313	325
hsa-miR-374a-5p	2156	8089	1820	1787	1525	1946	876	1543	1002	932	1036	1207	1194	965	2428	1951
hsa-miR-374b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-375	0	0	0	1	0	2	1	0	0	2	1	2	1	1	1	0
hsa-miR-376a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376b-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376c-3p	2	17	0	1	0	0	0	0	1	0	1	0	1	1	1	0
hsa-miR-376c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-377-3p	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-377-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-378a-3p	0	3	0	1	6	15	2	5	0	0	0	0	1	0	1	0
hsa-miR-378a-5p	59	632	43	55	562	995	336	621	41	58	57	75	32	38	43	59
hsa-miR-378b	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
hsa-miR-378c	1	2	1	0	2	4	2	4	1	1	0	3	2	1	1	1
hsa-miR-378d	8	58	9	4	26	49	22	29	8	6	10	6	7	9	12	10
hsa-miR-378e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378i	2	10	0	2	12	15	5	13	2	1	2	1	1	1	1	1
hsa-miR-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-379-3p	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-379-5p	3	63	6	4	5	23	7	13	5	6	9	9	2	2	4	2
hsa-miR-380-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-380-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-381-3p	27	228	2	3	11	31	6	6	9	8	11	14	1	3	10	6
hsa-miR-381-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-382-3p	1	13	0	0	0	3	0	2	0	0	0	0	0	1	0	0
hsa-miR-382-5p	0	5	0	0	1	2	0	2	0	1	0	1	0	0	0	0
hsa-miR-383-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-383-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	10	197	5	9	218	446	146	286	11	10	15	24	6	6	7	13
hsa-miR-3910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3911	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2
hsa-miR-3912-3p	51	41	70	71	19	27	13	22	55	54	60	66	56	46	106	88
hsa-miR-3912-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3913-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3913-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916	1	2	2	1	3	6	1	4	0	2	1	3	2	0	0	1
hsa-miR-3917	1	0	0	1	1	1	1	2	2	1	2	1	2	1	2	3
hsa-miR-3918	1	0	0	0	0	2	0	1	0	2	1	1	0	0	0	1
hsa-miR-3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3920	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	4	38	2	3	26	52	20	32	8	7	7	6	0	3	4	3
hsa-miR-3922-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3927-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3927-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	3	19	6	8	29	53	16	26	5	4	8	10	3	5	7	7
hsa-miR-3928-5p	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-3934-5p	6	2	13	12	3	5	2	2	24	18	16	15	5	4	13	10
hsa-miR-3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3939	0	4	0	0	3	2	2	1	1	0	0	1	0	0	0	1
hsa-miR-3940-3p	15	1	5	3	3	6	2	3	3	2	4	9	2	3	4	8
hsa-miR-3940-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-3941	41	0	32	29	0	0	0	0	39	34	36	42	25	32	56	53
hsa-miR-3942-3p	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-3942-5p	0	1	0	1	1	2	0	0	1	0	0	0	0	0	1	1
hsa-miR-3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-3p	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	2
hsa-miR-3944-5p	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0
hsa-miR-3945	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-3p	17	205	6	10	28	42	10	32	18	23	15	26	4	7	4	6
hsa-miR-409-5p	1	7	0	0	0	0	2	0	1	0	1	1	0	0	1	1
hsa-miR-410-3p	1	28	0	0	1	0	0	1	0	1	1	2	0	0	1	2
hsa-miR-410-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-3p	1	10	1	0	0	2	2	2	1	0	1	0	0	0	0	0
hsa-miR-411-5p	9	92	3	4	7	13	6	8	4	5	4	9	2	1	1	4
hsa-miR-412-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-412-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-421	40	420	28	32	462	843	276	482	37	49	51	47	22	34	47	51
hsa-miR-422a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-424-3p	114	955	85	84	1227	2273	759	1295	99	82	92	111	88	100	137	183
